"","id","coord","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26"
"1","0","X","394.8149798952813","367.8109449717501","368.6284537808007","378.13177789163865","387.9470004254614","410.2771924113669","411.2530815020407","413.0518523991456","389.0380883170382","381.3859703852187","372.6963339167961","369.1183489526224","374.05158208359984","378.00759700306673","393.64988271255936","413.5112520035712","414.7676089400204","412.93417530914957","381.94472166065117","373.0690326653493","363.9347497296844","362.6252782275105","357.58440712971526","360.7916163096883","368.77652173850964","398.62969210738095"
"2","0","Y","227.41524203711316","219.5558965508236","220.2015006379542","216.0086181521648","217.01119525158379","224.7976904677601","228.86541414911517","235.2821085374025","237.7744571321424","240.51115827950815","238.94657767074614","239.53584526017391","233.88239988806652","233.52029127451874","230.4634013928865","230.74518333866348","234.09201638740404","233.916989451031","229.41100598311095","227.84676713553085","229.90868759898876","227.61782819067525","227.5336597583912","230.2245254962765","231.48167243942646","250.2302268699363"
"3","1","X","424.2583699068363","398.0096414725915","396.0282285218118","405.62453182584824","415.0998225221392","435.51260013096976","440.4700736181545","441.4073555929619","416.83355156673554","412.8867344549525","403.3475834956178","400.500573795906","401.3300052813851","406.9512183949729","420.2120913678442","441.43875850803903","442.8772014298169","440.0917799802784","410.1954891807154","399.6954805623253","394.0031620494106","390.628457469085","384.6997094107882","389.33190120823434","396.2120999044377","426.3010833323815"
"4","1","Y","197.0736557512488","192.4051462511802","191.21214035658807","192.0929758172286","187.51705534044527","193.69045265004416","197.13497585720484","200.9563911542093","204.20646236189157","204.0197292870713","207.9506054259183","207.3516447130467","203.95114742524441","203.06002313862996","197.16329384965502","199.0776655409071","200.1371978551556","198.74467362669708","195.81388596205682","196.61249499107197","197.04810114631874","196.6710714894196","196.84583667658455","196.74604389867352","199.16611857349176","216.73765840586162"
"5","2","X","366.1754877339562","337.20564397919713","337.28482326336535","346.49474205329403","353.90509354440786","376.2901767187881","378.82713057609095","378.4774151926617","358.0324411671064","350.5272265577409","344.0794268453795","340.35694851048044","342.1125924331635","347.74047732585586","360.42817567524156","379.7690880461278","382.3532220494677","378.7048609029015","348.51027579800194","341.6117338362725","333.13498989648053","330.13894540292245","323.79518772891157","325.15906558864066","332.558412310208","364.1581071701198"
"6","2","Y","197.83827114291125","189.75449589957964","188.0305650499132","187.21758926123903","187.83755296852155","196.7781893784075","199.8975476047449","203.75108804386724","204.54168903432623","205.78957362481725","206.1968661005269","205.91265524107575","204.1950679429558","202.46346635428085","199.7300751446283","204.29003085309301","204.70660293311403","205.35940069901312","201.8587557846575","199.9915656894736","198.9282911423354","199.4397687354283","197.36028898064387","200.13672507064848","202.54430521766113","216.88468412581472"
"7","3","X","456.1804618612367","425.8494297198617","425.76582702279785","434.5834832442434","445.27807403029055","468.862705639696","469.76645248442827","470.4382181446454","449.80080647310547","440.2105812533789","433.8864355849476","429.274012991327","429.12479095756424","435.7263097335488","449.83316759849384","472.2351871364065","475.2397090324416","471.6306862635919","440.3398298891896","431.6764691745096","424.8236530147798","419.0871778752139","413.6225727520026","415.58193541409673","425.34569098935486","454.73848190456334"
"8","3","Y","215.98850391529226","219.1696758344624","218.108455665395","218.12297887969436","214.846110204507","217.7817078826488","219.7735948172229","220.09600187602797","222.73559778522093","219.53522704498113","223.8021805969595","225.06355627703152","222.34676903916147","222.67637048316044","216.41737523367067","219.15372222022933","217.90999354907177","220.13083623399046","216.88681619209154","217.50084369503264","219.52610211065638","214.3321629574424","215.51552607069704","215.2763869376675","225.96095213416027","235.54394340886938"
"9","4","X","330.3826963785331","303.9555061444437","304.9872879117553","312.4191462645056","324.36086197345577","345.7617336221141","350.3075226008543","348.94193534033104","328.20939508330287","319.07959235341923","314.1810462163438","307.6359852573328","307.0113439727248","312.13376169781003","325.67267166940786","352.50083402815847","354.97879623204875","351.012442962468","320.4940529687595","307.96889872114093","303.31116436517726","296.57032302945674","288.3350995456034","288.9383279603359","291.5779289260477","323.43948602211634"
"10","4","Y","221.98071604351316","221.96786980879932","224.66773793478922","221.8434734976547","223.08546783863682","225.80772950170564","230.85703353435673","229.28223191646106","226.08942161991348","227.5659768623218","229.71863804272505","224.58058080245644","227.793728417588","226.6140175981131","224.10578201621132","233.47408896998354","228.98448505364428","234.79279724478022","226.96142423455012","226.44090262072825","224.48646114118844","225.53495529799432","222.03022203947364","221.21990464119415","224.1395202993649","234.0162982903493"
"11","5","X","503.38969091225783","477.61503386915774","490.64774838572123","479.1554998654371","490.6080136661641","512.9732913487603","512.1589681465491","510.87223224007823","501.053008884482","489.22277617872805","487.8068729869106","481.0622972633406","494.1871021412037","500.219556722957","519.8494043777793","508.8619406181469","512.0370144314236","513.9477110745614","498.09472513477704","484.82683802673455","474.4060175786009","479.37086637024754","464.39475492659597","464.24440142239274","473.4261870802494","473.8372190003274"
"12","5","Y","355.644307573404","338.0722622936464","338.9655576114766","325.3389045462506","336.4018454746893","363.68300529018944","361.20799996002376","360.0261487458881","346.17745977628533","344.8084947612086","341.2491029140777","333.58948110836985","330.1599067554139","336.00551047520327","354.644123397143","352.91563216241013","363.8737526460465","362.73643538268686","344.5443945693226","339.7049301177205","328.4387635348136","336.8318018625122","322.9112889102095","326.4241703026011","337.2841378076267","343.5529385393823"
"13","6","X","274.36613503022966","258.051926610995","254.4663629661991","262.93690017789424","266.184706660042","281.8725645425956","289.94054783157435","275.87412278322216","284.5482690524869","259.5108188221097","257.8624094764159","262.6844317638851","262.57270292464284","264.99788934956746","272.12218940838966","272.8012418096293","297.41765875565375","303.1260011907209","270.5154478433769","266.17063050149244","260.35250219452917","263.35903442858717","232.91076838621618","231.45077354029604","238.25750458774974","250.5484526338633"
"14","6","Y","371.23508386444627","363.8835563436586","368.4353001168829","367.7797117474948","364.84999509815117","351.302345677426","360.3249152408473","345.51200167709857","340.9058628491258","344.15365178217894","351.479702181751","353.82032368382977","368.8475473861248","367.38280119719326","358.17199617798565","348.89026307223133","338.2067062050743","328.6197999950505","351.5137147066886","359.1840001900061","368.425568400303","364.49825056347464","387.83280459993296","386.28049378274244","379.9982905992058","368.1154592413651"
"15","7","X","559.0299356471725","626.1146018937317","631.5444583409478","629.628822966161","620.8491644013462","584.1479176898681","598.8546711287768","603.0065465856482","600.7444361636512","627.4886638797515","627.306509631419","629.2345774987054","593.3371298866198","586.0157398127208","576.8425120154784","632.6086021259746","620.3002192030641","591.0961069326419","609.3305454663133","611.7105941326297","616.1734918962445","618.9236349064936","602.8582680388035","605.4459278485928","611.3664391352187","569.4801494159661"
"16","7","Y","535.8951352957861","469.9960904186464","451.3696193880969","427.007180970547","419.59910030253445","522.8919396948861","505.9402733518366","529.1650699964973","509.33848479570236","486.08842935246093","445.0701880501492","435.2083511798702","387.81851071363303","456.6095552202786","487.31709441246346","468.3084374143366","490.15788831208874","511.82587800202543","520.5033508657712","509.72106100755354","492.4793289511756","468.85278356005574","395.08370947884305","392.3316494530869","408.5163483796296","458.511070154796"
"17","8","X","211.93979958576998","174.30117423074287","147.94474997715642","202.1062093217935","165.99655894972892","184.22076903820965","222.34354179040264","200.13370644047012","199.70011642337076","172.73254275554336","129.71013416788497","139.8381533260234","160.57320816010295","160.06553486309087","164.2732390465095","208.13754968475877","188.53840788902593","202.31005930761145","203.72693692034446","201.99547081662897","150.01125045687132","154.62134407742445","199.9725933335213","180.5980294210869","180.07800055758528","154.46375142296387"
"18","8","Y","496.39746414987667","496.71408967432683","515.4333603172971","535.5775528995149","481.0207053141752","464.25180535567426","502.13227210686216","493.4687278702942","429.2259760627969","393.11381617019975","453.17416661431685","416.70278805738303","508.51180108202357","480.09320056461684","460.24079618398207","495.36059730931333","396.0380616662098","380.92569511071514","473.79000955622564","496.85818023384195","484.0868093628168","480.01230340254926","555.7109792608964","552.7653518290083","552.6329632437485","492.44122481020804"
"19","9","X","510.3537588138097","559.3614783482244","586.0991818909524","594.0541612056263","581.6823106434842","559.6635827404714","542.0762875205592","518.0169094747503","564.544891892818","578.9064971466511","601.4018535056309","576.3645929109748","592.9522705078125","563.2234730265061","521.8910725911458","577.0242526703178","606.8092313472755","555.2717700385675","534.6738845795451","551.3354242335982","562.2784090692769","602.6591768320541","570.7139548734847","575.0198510004531","560.5984351323594","583.8194111309089"
"20","9","Y","520.314829567952","408.12856930738303","413.87901618466736","450.28346368443897","431.42520361708847","507.49029088903353","520.9974194502505","511.5930984824256","448.4948290254173","449.91875364069347","433.6256685312728","402.6123136107684","391.4646884851288","441.93826537847985","489.4875164664047","441.1571016367416","449.47335226493965","499.526966533698","489.86548351265526","444.6611275775158","474.026933934024","467.03976993672325","382.2560866209034","357.05977992007604","358.3081427977564","445.61975311814695"
"21","10","X","233.1471291108903","212.28968867549187","187.75577597218413","232.5493129559195","198.53086906566952","231.930714508711","268.7010207743208","225.38401702226486","186.62539714493482","163.16392567655032","192.46057105110867","97.81207406265229","170.51404629534449","151.1441028141371","183.01846926207662","242.61689749377513","195.2725323831361","201.46256876270672","215.8160959582115","244.53277885332906","209.49589838990923","179.34350640220717","255.16288415265592","253.29295018960158","204.90387617263644","205.97896702340702"
"22","10","Y","415.6374711599963","436.3916896054154","420.6736948708577","494.148581283599","408.3828265392757","434.83909294619195","510.94806158054644","498.3651797720331","387.9320646587171","299.22638593826144","353.8101904201693","297.00921785529357","398.9097579506173","419.99199597691467","391.1171450252421","470.7597413537097","372.1844672784935","372.9895650108887","418.38347020437374","498.6645674380178","411.6450907984207","415.8920552809568","541.7453919051916","541.9685209099545","536.8095921447634","431.34306493093624"
"23","11","X","477.14350873266744","478.32788091886346","476.7956783896998","475.69480226750954","475.3856642576221","478.3399396007753","476.9088791220741","477.2145693297507","479.43946035284745","459.262000301428","480.13818967644465","499.1372288597954","498.5837119922303","494.4999697798641","499.2089203133685","491.51755587631726","475.9480023895323","476.42741004393577","476.25364872447227","481.5583729883383","478.9177142992819","498.6657202871222","478.91536886464314","473.8338299429672","455.844454402812","439.57579666643346"
"24","11","Y","557.2507780197768","551.9712802820038","550.2081150106984","550.6164283083195","550.7101029959338","554.0253226891828","549.0718474211516","556.6019658317342","552.398029647143","549.9233651858324","549.5874844378197","531.2705021016081","531.6187778643929","549.6182851809972","551.1849594859816","533.4488438537478","553.2350762499238","553.1170701887639","550.9171650609542","554.9761281747799","549.932861328125","554.9839509067943","533.7261713039107","529.5103832341541","530.8556272272477","550.2896362066733"
"25","12","X","318.37340884738495","283.8503278765762","284.1933002434743","301.55261941355803","302.76672422769707","305.1808115938718","305.86301807306893","288.21549681427416","304.83963637324104","260.46024538155416","285.8103731687073","284.1348058391965","303.18650452017084","302.47298212776406","306.85268885443315","286.1313235039367","303.87694003753955","303.00538120678755","284.2057565313566","302.86889267711376","282.8125065437302","300.6480452331186","283.26195967824833","284.47086683723194","282.04607630798455","263.52510864971674"
"26","12","Y","552.8229907892833","551.2787686175072","551.9079732616045","551.1594145479257","528.3923494513737","548.9218008773834","549.4007775379202","549.8909725315622","529.1663269875806","535.5652902465582","530.7059976975587","551.2535169575414","550.7787288792184","550.579255756579","530.4286363389757","548.873082211143","550.3102769163849","534.9790350782012","550.2336081937972","552.3015506736948","551.5822335107516","550.2471923828125","552.5365735029849","549.3944039447033","535.119980185585","550.6250374777275"
"27","13","X","460.8187655026917","477.95369220755947","479.7104597928231","477.1094016210842","457.91387353491825","480.14902207818875","482.46127004047116","461.75528870223786","478.5019036900927","461.20142113163223","480.2279768677947","497.65957912274035","495.61738339548685","478.7692444226895","501.2181049666674","479.5161324588411","483.0176337467067","475.7503130282575","478.21007035164337","486.3551512006198","481.30136501022247","500.668103402121","476.04000009756106","459.01621803670366","434.92672360663755","443.10372871265076"
"28","13","Y","550.9090900978847","540.7614699395311","540.6772374084353","538.6914499740154","552.2401109959414","549.7810360795108","550.3696130823206","552.0270031190987","534.3755770380269","551.4038728412828","548.8641940408747","547.5396930776376","545.2968390689723","550.7267841539884","550.5609844720851","552.4526674147935","552.3543252628914","533.3465130008452","533.9261738738121","549.0904072246589","544.008621305053","539.7923429016946","542.5986303734733","548.9390840586166","540.938000149197","552.0463517395376"
"29","14","X","319.975459896333","299.9334693745098","297.98803853709796","299.98529876649496","320.1512436745924","320.48255221420794","319.2881272224887","301.09044749834385","318.78364700555335","278.39007126657583","300.9322886624996","300.67347580461706","319.65837642230946","319.2280869549013","319.1960880956222","301.69057240030685","317.97045315450623","317.04416970295745","302.10863853290994","320.7745991905762","301.95886533859874","300.39086310254663","301.8284874631647","301.38957612928124","300.0178060104043","279.7268120540745"
"30","14","Y","549.1947612799631","548.9866944549144","535.0570128442715","550.8837718108476","551.9402219538102","550.4757190726654","552.9577725951434","550.7896533393488","549.5822661104257","539.238293519494","549.592304192556","552.7982263397752","552.395447848136","553.9356143943979","551.1365989402489","549.3921749122426","549.539646200734","551.8791445607562","554.1576714171769","554.3752885190135","552.2215851008543","549.5090774625365","550.0288459525005","549.5879978231984","536.9737404271176","535.7597267790379"
"31","15","X","455.4905450832077","475.15691478350004","476.14478841859693","475.25569833974856","454.2173645138508","475.8867322538796","474.8774980987489","456.8567050688448","475.6651329947726","455.85476196764967","476.3070877997266","493.6076233029133","492.7750639143975","476.35353965833633","496.3812675252992","473.9211845769752","475.9762281748751","475.013728448522","476.227710865162","476.9235715810318","477.2287451314647","497.6718782123766","474.25057751393456","456.2900660702592","435.45200280975877","438.19168053640027"
"32","15","Y","559.5888254563478","559.924819678591","556.2713419298912","556.2692299409683","559.5902452970805","559.459380508631","558.3429905406215","558.5392536289743","559.722011038202","559.9824242842825","559.9916060300831","557.1322315059907","555.2168437519036","558.3622082120959","558.737657669692","559.504802919503","559.5548663222999","557.1391449569494","558.0988119917306","559.7518589250293","560.9731942635995","559.611028332924","554.5596459223281","558.1929175988507","555.6900738275539","559.4699977108842"
"33","16","X","316.8103845310025","297.3810776678907","298.02660044173746","297.3857884100306","317.87751270316494","316.47244786193727","315.63687865497076","316.00119220815435","317.09983037461546","278.60249673646325","298.63895081637196","295.4159310919035","316.34794298435975","316.08526962310015","315.50906830131424","298.61017387048076","315.6366412960298","314.7331145585861","296.5613405699851","315.6706315127962","297.3404479445073","296.79700557716177","317.6372496844732","298.9075650666889","299.6198867589642","279.1529497254429"
"34","16","Y","556.0930385180616","554.4170883803339","554.1915834066231","555.5130338018168","555.1638020595379","556.8998700415182","557.011959380806","556.0300390529818","553.3330959743923","553.0184294048108","553.5784656309012","555.9687353063513","555.6783614428188","556.4754080075269","557.5288914611697","557.0666548522591","556.8149102640431","556.0736146447254","557.4906576353671","556.1349784746969","556.1276105319315","555.2129820587575","559.3025923983628","557.7492041336862","556.0609236748827","553.8908868086966"
"Time Elapsed","0","0","3598.634999943897","3729.8000000882894","3853.855000110343","3964.390000095591","4222.224999917671","4315.5900000128895","4417.369999922812","4695.145000005141","4785.284999990836","4884.090000065044","4965.825000079349","5250.1749999355525","5341.500000096858","5457.819999894127","5733.375000068918","5838.109999895096","5939.1300000716","6234.304999932647","6321.084999945015","6418.760000029579","6498.240000102669","6775.725000072271","6855.154999997467","6957.4899999424815","7331.805000081658","7432.000000029802"
"NA","0","0","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------","----------------------------"
